u,v,score
5,169,-22.096209
57,159,-22.096346
15,69,-22.09645
137,178,-22.09873
74,172,-22.099257
138,144,-22.09933
25,159,-22.09986
27,47,-22.09995
157,166,-22.100817
112,129,-22.103018
97,164,-22.10317
58,177,-22.103916
12,36,-22.104015
55,151,-22.104553
5,74,-22.104788
75,80,-22.104874
124,160,-22.10499
134,176,-22.105165
55,165,-22.105764
20,78,-22.10628
68,173,-22.107431
90,162,-22.10825
7,113,-22.108458
25,60,-22.10901
100,191,-22.109064
64,98,-22.10958
27,168,-22.114338
56,73,-22.11573
89,108,-22.11702
172,179,-22.117435
73,132,-22.117659
17,149,-22.118883
125,141,-22.119303
102,172,-22.121607
113,190,-22.121954
4,153,-22.122293
112,184,-22.12363
70,98,-22.123632
42,83,-22.12377
25,132,-22.124237
5,154,-22.12504
49,113,-22.125338
60,159,-22.126795
155,180,-22.127293
58,180,-22.127886
55,103,-22.128038
19,126,-22.128149
15,19,-22.12929
5,110,-22.129812
108,132,-22.129923
39,95,-22.132135
17,44,-22.132202
42,188,-22.132807
0,186,-22.133299
57,111,-22.133703
0,43,-22.135653
129,131,-22.136
14,181,-22.137186
42,58,-22.137424
126,169,-22.138878
109,172,-22.139025
118,124,-22.139069
34,174,-22.140059
49,124,-22.140993
44,115,-22.141382
32,158,-22.14198
100,118,-22.142065
19,144,-22.142982
69,104,-22.143465
57,89,-22.144938
73,160,-22.145042
25,169,-22.145231
135,169,-22.146948
49,100,-22.147348
140,187,-22.14784
54,69,-22.147964
124,127,-22.148943
14,59,-22.149164
43,75,-22.149427
123,168,-22.15018
25,188,-22.150911
53,111,-22.152773
157,175,-22.153028
107,187,-22.153524
29,176,-22.154284
16,173,-22.15444
12,131,-22.155008
124,132,-22.156515
19,135,-22.156574
111,141,-22.157541
79,115,-22.15853
125,157,-22.159899
14,141,-22.159956
11,161,-22.160114
29,60,-22.161089
62,139,-22.16198
33,188,-22.161997
35,168,-22.162668
152,177,-22.16318
33,180,-22.163486
80,139,-22.163832
107,159,-22.163958
20,128,-22.164587
52,186,-22.165049
103,129,-22.165903
101,115,-22.167822
32,113,-22.16838
109,155,-22.169052
22,177,-22.169355
78,81,-22.16973
122,155,-22.17013
6,111,-22.170427
74,113,-22.172054
44,127,-22.17247
131,172,-22.172499
165,175,-22.172895
80,161,-22.173199
118,141,-22.173906
45,47,-22.174013
105,136,-22.1744
74,124,-22.17451
36,38,-22.176207
144,160,-22.177425
48,71,-22.180033
0,78,-22.180475
132,135,-22.180511
15,190,-22.181032
24,186,-22.182062
3,177,-22.183924
152,153,-22.183924
68,128,-22.183985
66,168,-22.18587
149,190,-22.18643
50,111,-22.186823
20,137,-22.186924
3,172,-22.187346
7,57,-22.187462
39,87,-22.187681
36,44,-22.188143
33,122,-22.188673
39,76,-22.191242
60,190,-22.19199
15,22,-22.192137
130,137,-22.19338
104,117,-22.19414
115,130,-22.194307
176,188,-22.194323
75,186,-22.19476
12,181,-22.194994
155,175,-22.195078
147,163,-22.195595
78,139,-22.195919
22,108,-22.197443
44,134,-22.199026
56,126,-22.200567
58,100,-22.2017
49,177,-22.201931
131,176,-22.202024
13,144,-22.202875
58,151,-22.203836
2,137,-22.205107
122,182,-22.207113
134,149,-22.207687
9,22,-22.208038
55,107,-22.208075
25,56,-22.209618
23,121,-22.209768
44,154,-22.209995
141,145,-22.212091
152,157,-22.212095
34,108,-22.212759
43,71,-22.21317
67,172,-22.214315
90,149,-22.214605
143,164,-22.21665
113,138,-22.216713
134,187,-22.216967
3,141,-22.217138
14,140,-22.218294
124,140,-22.218346
55,155,-22.21949
64,120,-22.220568
135,190,-22.22077
51,145,-22.220778
50,115,-22.221628
99,113,-22.223005
50,188,-22.225498
182,184,-22.22551
15,55,-22.226328
135,160,-22.226734
17,144,-22.227896
20,90,-22.228035
53,182,-22.228128
64,81,-22.228296
22,33,-22.22835
34,112,-22.22883
75,78,-22.229107
16,32,-22.231207
36,135,-22.231539
16,109,-22.232233
1,24,-22.232443
60,154,-22.23315
1,81,-22.233301
71,80,-22.233358
56,151,-22.23461
111,149,-22.234716
106,158,-22.236086
176,182,-22.236568
137,161,-22.237549
2,46,-22.239096
109,151,-22.23943
4,12,-22.240023
48,139,-22.240147
7,44,-22.241602
9,25,-22.242361
9,129,-22.242718
97,158,-22.243189
22,141,-22.243395
113,127,-22.243444
161,186,-22.243628
48,161,-22.243898
33,165,-22.244144
58,155,-22.245594
108,152,-22.246359
67,157,-22.246653
137,192,-22.24753
81,186,-22.247812
6,69,-22.248388
134,157,-22.248533
145,151,-22.248812
131,149,-22.24951
151,159,-22.249884
176,179,-22.250067
2,117,-22.250475
4,34,-22.251427
23,41,-22.252905
44,109,-22.253252
150,157,-22.253695
57,133,-22.254055
23,48,-22.254091
140,180,-22.256334
9,60,-22.256458
175,177,-22.256647
159,187,-22.257185
155,177,-22.257303
44,74,-22.257902
57,127,-22.25868
177,180,-22.259607
19,68,-22.2606
42,170,-22.260765
5,108,-22.260824
103,147,-22.263124
22,129,-22.26314
79,146,-22.265017
91,106,-22.265192
47,62,-22.265642
13,172,-22.26606
161,191,-22.267439
176,191,-22.26771
155,159,-22.267897
22,174,-22.26803
107,163,-22.268278
104,106,-22.269342
45,168,-22.269571
9,103,-22.270676
124,188,-22.27092
105,164,-22.271212
36,100,-22.271421
44,181,-22.271696
174,191,-22.272688
108,166,-22.27347
122,147,-22.273556
54,115,-22.273882
54,105,-22.274714
36,144,-22.275034
58,113,-22.275251
100,111,-22.275568
5,140,-22.275724
58,108,-22.27601
20,70,-22.277044
6,146,-22.277512
103,177,-22.277653
29,141,-22.277922
68,146,-22.277933
25,131,-22.278408
12,55,-22.28054
69,161,-22.280703
108,140,-22.280874
108,125,-22.281519
163,165,-22.28369
99,100,-22.285276
106,164,-22.286219
1,161,-22.286354
60,74,-22.286509
59,151,-22.28657
29,151,-22.286951
55,174,-22.287321
108,181,-22.287714
122,187,-22.288635
39,119,-22.288895
155,179,-22.289442
113,173,-22.290396
141,180,-22.292677
102,124,-22.293043
60,156,-22.293482
57,90,-22.29369
43,161,-22.296328
6,154,-22.296656
152,172,-22.297453
71,78,-22.297752
17,158,-22.298079
34,172,-22.298141
70,120,-22.298834
113,133,-22.29886
102,175,-22.300383
73,172,-22.300453
79,128,-22.301796
57,125,-22.30265
107,131,-22.302809
25,109,-22.303118
133,158,-22.30332
9,184,-22.303673
20,146,-22.304102
147,180,-22.304577
53,146,-22.30464
19,57,-22.305182
25,190,-22.305826
174,176,-22.307306
112,153,-22.307386
57,188,-22.307703
13,73,-22.308245
67,147,-22.310823
49,141,-22.310862
5,182,-22.310926
16,89,-22.311401
31,105,-22.31159
16,169,-22.312008
51,122,-22.313215
140,165,-22.313822
67,155,-22.31436
143,192,-22.314375
43,139,-22.316513
67,153,-22.316652
57,160,-22.31929
17,126,-22.319942
73,102,-22.320238
52,64,-22.320919
104,163,-22.322767
98,106,-22.323591
5,13,-22.325283
118,149,-22.325542
107,153,-22.32561
60,90,-22.325691
100,127,-22.32699
58,73,-22.327301
97,135,-22.32739
44,163,-22.327597
18,83,-22.328726
82,130,-22.32932
103,172,-22.329576
112,122,-22.329626
17,113,-22.329823
68,132,-22.329893
49,57,-22.329979
127,144,-22.33103
98,137,-22.331043
36,42,-22.331837
47,93,-22.332125
131,177,-22.333715
33,152,-22.333784
55,175,-22.335909
6,138,-22.336954
5,89,-22.338005
83,149,-22.34133
137,164,-22.342157
99,158,-22.342976
24,46,-22.34307
150,165,-22.344215
74,126,-22.344526
89,113,-22.344585
151,180,-22.34495
64,65,-22.346018
47,72,-22.346735
182,187,-22.34725
82,174,-22.347263
90,136,-22.348135
23,93,-22.34889
90,135,-22.34899
147,165,-22.349222
126,191,-22.34926
67,187,-22.350657
134,144,-22.351088
55,131,-22.3519
78,161,-22.352484
50,173,-22.354399
88,105,-22.35473
129,182,-22.355867
50,138,-22.356329
153,165,-22.357115
0,64,-22.357332
20,64,-22.35755
24,64,-22.358824
124,159,-22.359869
5,122,-22.360098
113,115,-22.36088
111,113,-22.361635
14,89,-22.362303
47,121,-22.363667
103,155,-22.363714
59,155,-22.36387
73,163,-22.36553
100,184,-22.365753
110,165,-22.366877
151,154,-22.368193
44,82,-22.36917
150,184,-22.371225
151,181,-22.371927
12,141,-22.37235
3,126,-22.372984
68,160,-22.373163
60,191,-22.374727
34,151,-22.374733
42,181,-22.375448
17,141,-22.376217
165,182,-22.376255
131,174,-22.376646
5,156,-22.376928
33,175,-22.377136
79,111,-22.37826
57,69,-22.37866
132,144,-22.378838
150,176,-22.379847
57,146,-22.380657
57,74,-22.38098
0,70,-22.38182
34,180,-22.382128
7,25,-22.38226
144,163,-22.38252
3,108,-22.382587
108,154,-22.382868
150,151,-22.383062
108,180,-22.383724
157,163,-22.383738
12,155,-22.385075
44,99,-22.38687
25,112,-22.386927
44,179,-22.387812
98,117,-22.388285
44,58,-22.390928
9,172,-22.39104
28,39,-22.39141
100,152,-22.391775
6,99,-22.391947
67,180,-22.393282
15,163,-22.393377
156,157,-22.394417
129,163,-22.395235
34,177,-22.395527
1,75,-22.396345
16,19,-22.396383
143,161,-22.397814
141,188,-22.397953
108,156,-22.39894
25,174,-22.399015
46,120,-22.399096
64,96,-22.399603
73,89,-22.400248
12,140,-22.401588
34,103,-22.401964
5,179,-22.402302
23,43,-22.402723
153,187,-22.402933
115,136,-22.403334
108,163,-22.403421
12,107,-22.403563
110,187,-22.403883
53,160,-22.403984
14,169,-22.404114
59,141,-22.404219
141,169,-22.404385
23,80,-22.404684
180,187,-22.404715
41,47,-22.40547
5,51,-22.405565
7,135,-22.406652
15,29,-22.407145
97,185,-22.40806
68,109,-22.409414
139,186,-22.409637
149,191,-22.410112
53,143,-22.412195
152,176,-22.41294
166,172,-22.41426
70,161,-22.414518
29,42,-22.414686
5,145,-22.414854
71,186,-22.415106
17,68,-22.416323
15,191,-22.417097
49,79,-22.417566
79,134,-22.417713
108,175,-22.420395
155,169,-22.421682
91,115,-22.422354
100,173,-22.422432
49,162,-22.424402
46,98,-22.424452
97,98,-22.426104
91,143,-22.426205
46,52,-22.42703
88,106,-22.429216
145,172,-22.430239
32,162,-22.431982
157,182,-22.435003
98,143,-22.43641
110,177,-22.437326
44,122,-22.437567
108,169,-22.439066
46,96,-22.439112
53,99,-22.43967
107,112,-22.441278
73,181,-22.441748
34,124,-22.441977
15,56,-22.442907
141,170,-22.443073
157,184,-22.443079
151,163,-22.444685
149,154,-22.44497
153,174,-22.445633
157,159,-22.446135
68,111,-22.44658
5,180,-22.446732
44,49,-22.448153
7,53,-22.448477
42,127,-22.449377
36,141,-22.449713
73,166,-22.449814
13,57,-22.451057
5,166,-22.4517
172,182,-22.45249
46,81,-22.4541
16,132,-22.454401
149,188,-22.456087
56,155,-22.456352
55,176,-22.456474
73,154,-22.457552
50,134,-22.458275
163,176,-22.458494
157,188,-22.45888
124,131,-22.459688
55,177,-22.459852
137,185,-22.461573
20,106,-22.461847
105,142,-22.462132
50,163,-22.462187
15,25,-22.462362
110,172,-22.464579
53,102,-22.46496
67,150,-22.464968
59,113,-22.46508
29,157,-22.465996
100,175,-22.466032
6,132,-22.466858
156,172,-22.467642
89,141,-22.468302
50,133,-22.470228
88,115,-22.470716
55,108,-22.472183
62,168,-22.47285
6,173,-22.47331
13,177,-22.474478
51,172,-22.474558
19,120,-22.47478
44,169,-22.475122
4,14,-22.475351
29,172,-22.476542
30,190,-22.476835
14,22,-22.477163
23,78,-22.477377
112,176,-22.47749
59,126,-22.4778
25,90,-22.478006
109,113,-22.47825
90,120,-22.478853
15,82,-22.479067
120,143,-22.479555
147,181,-22.47967
1,71,-22.48069
140,149,-22.481045
1,139,-22.481136
73,156,-22.482382
33,184,-22.483103
106,135,-22.483118
140,155,-22.484177
64,161,-22.485495
173,192,-22.486364
60,82,-22.486364
54,143,-22.486376
59,135,-22.487478
44,83,-22.489977
16,118,-22.491196
42,163,-22.492363
56,113,-22.493357
55,129,-22.494318
91,97,-22.494324
6,163,-22.49469
128,141,-22.495062
29,113,-22.495493
108,153,-22.497946
113,118,-22.498335
19,98,-22.499508
100,188,-22.499655
33,107,-22.500368
9,150,-22.501604
7,158,-22.501677
39,86,-22.502283
118,135,-22.50366
79,190,-22.505444
33,138,-22.505495
22,53,-22.506023
22,126,-22.50672
60,179,-22.506884
52,70,-22.50779
11,168,-22.50791
32,144,-22.509167
34,184,-22.510271
50,177,-22.510826
34,60,-22.511932
33,56,-22.512083
104,134,-22.512287
70,81,-22.512747
150,174,-22.512793
89,124,-22.513588
57,132,-22.515509
68,156,-22.515915
33,102,-22.516136
165,181,-22.517038
11,47,-22.517427
46,65,-22.519188
130,173,-22.519396
42,102,-22.520317
53,156,-22.520834
106,185,-22.52119
159,176,-22.523014
128,164,-22.523733
145,176,-22.525177
50,74,-22.526407
6,90,-22.526464
113,188,-22.526823
144,173,-22.527536
22,155,-22.528933
147,174,-22.529081
44,188,-22.529583
23,186,-22.52962
72,168,-22.530096
74,100,-22.530348
120,137,-22.531176
73,125,-22.532001
64,75,-22.532106
100,157,-22.532267
104,146,-22.53257
44,175,-22.533846
8,21,-22.534388
16,160,-22.534836
73,152,-22.534899
14,155,-22.535244
42,90,-22.535364
83,100,-22.535875
33,179,-22.536219
180,182,-22.536743
106,192,-22.537066
12,166,-22.53744
25,125,-22.538416
156,175,-22.539995
16,106,-22.540464
73,145,-22.542223
41,168,-22.542662
22,172,-22.543667
146,161,-22.543718
70,75,-22.544102
143,178,-22.546778
5,56,-22.546846
25,89,-22.548635
149,179,-22.550507
100,133,-22.551928
59,108,-22.552153
74,135,-22.55306
12,187,-22.55433
120,146,-22.554552
124,182,-22.554787
17,57,-22.555277
2,69,-22.555979
144,170,-22.557127
135,138,-22.557535
73,108,-22.55792
73,179,-22.558321
0,143,-22.558645
177,181,-22.55991
68,118,-22.560133
82,126,-22.56042
55,73,-22.56094
19,162,-22.561474
50,127,-22.561565
6,109,-22.561583
79,127,-22.56294
65,117,-22.563406
122,157,-22.563604
20,154,-22.563665
44,145,-22.565172
128,135,-22.565393
146,162,-22.566866
57,145,-22.56713
149,170,-22.567518
15,110,-22.56759
177,187,-22.56943
98,146,-22.57097
14,73,-22.571735
64,71,-22.57208
83,144,-22.572515
121,168,-22.57304
20,132,-22.574512
107,110,-22.575684
149,159,-22.575962
13,155,-22.576075
155,163,-22.57649
50,132,-22.57775
13,42,-22.57795
0,69,-22.579012
5,181,-22.57981
14,110,-22.579859
12,33,-22.580236
124,154,-22.581282
58,79,-22.581806
57,128,-22.58438
97,113,-22.584627
53,138,-22.585463
69,120,-22.585758
149,152,-22.586449
36,68,-22.58724
6,133,-22.587667
73,103,-22.58803
19,79,-22.588476
161,175,-22.589607
56,144,-22.590405
158,170,-22.590424
44,170,-22.590784
122,124,-22.591589
5,14,-22.59169
166,175,-22.592115
91,137,-22.592196
103,182,-22.592283
12,150,-22.592945
98,190,-22.593027
20,32,-22.593939
3,44,-22.594439
25,154,-22.594557
0,19,-22.59482
65,70,-22.595339
44,118,-22.596056
14,108,-22.59635
14,100,-22.596956
32,135,-22.597164
29,158,-22.598131
25,110,-22.598282
16,97,-22.59852
129,153,-22.599264
3,5,-22.600412
93,168,-22.6012
6,127,-22.602278
47,80,-22.604254
79,97,-22.604336
144,169,-22.60512
15,174,-22.606153
79,170,-22.606567
102,157,-22.607101
117,120,-22.607433
19,161,-22.608215
2,105,-22.60838
90,158,-22.608479
97,104,-22.609041
31,115,-22.61036
44,102,-22.612898
122,172,-22.613132
25,179,-22.613686
29,44,-22.613745
141,179,-22.61435
14,157,-22.615404
48,168,-22.615719
47,186,-22.616037
7,100,-22.616137
20,46,-22.617796
177,182,-22.618406
33,36,-22.618574
73,153,-22.619429
5,152,-22.61981
68,74,-22.620142
158,173,-22.620455
137,189,-22.622194
67,174,-22.622583
100,103,-22.622595
79,191,-22.623127
42,118,-22.624052
50,90,-22.62414
50,159,-22.62415
133,141,-22.624725
149,160,-22.625933
136,173,-22.627008
79,83,-22.627108
126,140,-22.627306
36,185,-22.630642
16,99,-22.630686
17,100,-22.631346
17,79,-22.63175
135,146,-22.632208
109,124,-22.633104
102,126,-22.633429
141,154,-22.633936
69,98,-22.635738
3,113,-22.636126
12,156,-22.63664
53,132,-22.638062
2,106,-22.638569
103,108,-22.639706
107,147,-22.64077
83,135,-22.641256
14,166,-22.6416
140,177,-22.641634
69,162,-22.64249
17,50,-22.6435
99,178,-22.643595
13,14,-22.643915
151,156,-22.644346
56,79,-22.64467
172,187,-22.645748
111,158,-22.6464
136,143,-22.647093
29,79,-22.64744
15,188,-22.65087
14,33,-22.65198
68,170,-22.652708
3,100,-22.65353
49,144,-22.654623
55,187,-22.655722
33,170,-22.6563
42,166,-22.656996
44,140,-22.657476
5,22,-22.65822
158,191,-22.658579
2,128,-22.65888
30,111,-22.659994
79,118,-22.660032
42,111,-22.660248
118,144,-22.661255
16,154,-22.66273
108,122,-22.664316
150,175,-22.66715
82,149,-22.667286
124,166,-22.668026
32,98,-22.670141
42,159,-22.672201
128,161,-22.674082
22,68,-22.674212
25,82,-22.675543
138,141,-22.676033
100,177,-22.67688
13,33,-22.67689
0,90,-22.676922
13,185,-22.677622
29,149,-22.679495
64,139,-22.680094
6,179,-22.681032
0,133,-22.681929
53,166,-22.682184
20,117,-22.682398
15,134,-22.683008
50,154,-22.683088
34,73,-22.684727
43,168,-22.684969
113,175,-22.685324
108,165,-22.686117
30,106,-22.686703
12,34,-22.68825
144,188,-22.68854
44,89,-22.690348
108,124,-22.690666
42,191,-22.692415
73,110,-22.693167
7,162,-22.693356
43,47,-22.693672
99,149,-22.693716
20,133,-22.69478
51,108,-22.696432
166,177,-22.696596
51,103,-22.696772
70,96,-22.69729
51,144,-22.69832
68,138,-22.700048
122,174,-22.701012
6,118,-22.702587
5,151,-22.702604
42,51,-22.702904
144,190,-22.70293
5,172,-22.703268
58,144,-22.704077
136,190,-22.704502
53,74,-22.705488
118,192,-22.705729
53,153,-22.706131
17,189,-22.706182
125,158,-22.707796
42,49,-22.708488
158,163,-22.708513
169,172,-22.7089
46,75,-22.709055
44,159,-22.709486
141,165,-22.710125
20,97,-22.710222
112,180,-22.712225
102,149,-22.712267
158,159,-22.712723
103,112,-22.712915
102,187,-22.7152
42,173,-22.716787
4,124,-22.7177
79,132,-22.71776
120,190,-22.718157
96,117,-22.71834
55,172,-22.719172
120,191,-22.720205
17,136,-22.72087
50,82,-22.724436
30,132,-22.724854
81,117,-22.725374
67,176,-22.727057
16,74,-22.727571
14,172,-22.728426
108,110,-22.728907
7,144,-22.730482
126,145,-22.730494
6,74,-22.730947
5,59,-22.731153
109,141,-22.73126
69,136,-22.73175
3,68,-22.732096
0,46,-22.732248
44,67,-22.73266
16,49,-22.733347
22,147,-22.734238
70,71,-22.734318
83,141,-22.734797
162,173,-22.736212
51,184,-22.7367
68,133,-22.737226
107,182,-22.737883
2,146,-22.73837
130,190,-22.739275
104,127,-22.739286
149,173,-22.739374
22,135,-22.739714
5,153,-22.740755
13,100,-22.741016
7,149,-22.741455
22,176,-22.742714
144,166,-22.743399
113,125,-22.74351
1,47,-22.743807
70,139,-22.744013
98,138,-22.744036
33,140,-22.744062
27,39,-22.744627
33,166,-22.744871
144,181,-22.746834
131,153,-22.74775
59,124,-22.748077
138,158,-22.748201
25,152,-22.748232
79,181,-22.75152
73,169,-22.752207
12,113,-22.752693
113,169,-22.75368
129,175,-22.756477
57,59,-22.756735
166,187,-22.757027
3,60,-22.759378
29,100,-22.762266
1,168,-22.762583
128,158,-22.763334
67,73,-22.763842
73,109,-22.765127
147,182,-22.76637
125,126,-22.767763
80,168,-22.768793
0,128,-22.769178
103,113,-22.770853
89,172,-22.771034
60,125,-22.77291
155,182,-22.77312
108,151,-22.775482
54,137,-22.775517
104,115,-22.776781
6,159,-22.777403
16,128,-22.777422
20,191,-22.778131
3,135,-22.779346
68,89,-22.78057
78,168,-22.781479
5,177,-22.782236
103,124,-22.782736
42,190,-22.782778
146,164,-22.783575
14,156,-22.783794
47,78,-22.78478
124,153,-22.78695
113,163,-22.787458
0,117,-22.78845
46,71,-22.788647
15,53,-22.78975
175,182,-22.789865
57,138,-22.790705
24,70,-22.7923
51,177,-22.792543
57,191,-22.793552
5,67,-22.79359
65,90,-22.793615
115,142,-22.793882
34,165,-22.79428
127,158,-22.794413
39,45,-22.794643
50,169,-22.795303
39,123,-22.798746
20,118,-22.79938
118,162,-22.801678
126,180,-22.802996
44,131,-22.80321
110,151,-22.804562
140,144,-22.80571
9,12,-22.806704
68,166,-22.80831
23,64,-22.8089
65,69,-22.809267
0,137,-22.809294
12,129,-22.80979
126,159,-22.810644
13,149,-22.81103
60,149,-22.813635
15,131,-22.815607
89,144,-22.817068
52,117,-22.81797
34,150,-22.819132
152,155,-22.820425
0,138,-22.821642
79,99,-22.821814
129,184,-22.822191
67,141,-22.82229
32,192,-22.823095
115,164,-22.823215
35,39,-22.823391
104,188,-22.824139
57,166,-22.824383
33,67,-22.824654
4,100,-22.82467
3,53,-22.824915
12,147,-22.8255
126,188,-22.825602
98,105,-22.825628
100,159,-22.825922
50,191,-22.826302
154,161,-22.826723
79,160,-22.82871
103,174,-22.828838
172,175,-22.829039
39,66,-22.829561
73,122,-22.829828
36,162,-22.829866
19,158,-22.83114
104,111,-22.831484
51,149,-22.831497
153,184,-22.832338
30,160,-22.832691
16,69,-22.833147
29,33,-22.835032
74,149,-22.83665
147,150,-22.836737
106,161,-22.836832
14,129,-22.836996
44,187,-22.837763
33,55,-22.837831
46,139,-22.838003
126,153,-22.838186
20,184,-22.838919
130,143,-22.83898
23,69,-22.839136
108,129,-22.840685
19,164,-22.840796
162,184,-22.840803
82,100,-22.84099
12,20,-22.844572
79,82,-22.845388
60,174,-22.845488
16,83,-22.8458
51,176,-22.845835
165,187,-22.846445
79,154,-22.849504
53,89,-22.849844
68,125,-22.851826
32,130,-22.852182
3,73,-22.85385
102,141,-22.854128
132,149,-22.85485
117,161,-22.855185
16,146,-22.855612
60,172,-22.85599
68,127,-22.856028
60,67,-22.856112
100,125,-22.8571
113,154,-22.857115
16,59,-22.857327
129,176,-22.857565
122,151,-22.858658
49,149,-22.859703
75,117,-22.859732
122,136,-22.861677
16,90,-22.861708
5,9,-22.86263
155,166,-22.862745
18,49,-22.863436
60,152,-22.863607
22,57,-22.863821
33,157,-22.86394
29,136,-22.864073
20,138,-22.864534
13,44,-22.86455
129,180,-22.865545
15,67,-22.867413
4,155,-22.867453
3,57,-22.869482
14,34,-22.869947
59,68,-22.870579
144,182,-22.87102
29,155,-22.871342
100,145,-22.871529
60,109,-22.872026
103,151,-22.872087
110,157,-22.872362
16,138,-22.873716
99,192,-22.873999
155,181,-22.874216
124,156,-22.875948
32,161,-22.877344
16,125,-22.8774
54,154,-22.877558
17,53,-22.878008
20,105,-22.87941
52,190,-22.881037
98,128,-22.88255
149,163,-22.883831
83,158,-22.885574
44,125,-22.885984
46,161,-22.88907
157,180,-22.889315
9,124,-22.889503
113,165,-22.889978
136,188,-22.890924
6,32,-22.892523
0,146,-22.892874
49,158,-22.89387
16,36,-22.894592
19,53,-22.89494
131,165,-22.896168
144,191,-22.896284
56,98,-22.8976
44,152,-22.897722
52,105,-22.897856
6,36,-22.897905
132,161,-22.899345
105,120,-22.900133
82,162,-22.900606
83,136,-22.900784
111,135,-22.900991
59,177,-22.901163
8,61,-22.901953
22,124,-22.90307
73,182,-22.903635
172,184,-22.904305
100,122,-22.904818
51,151,-22.90571
136,191,-22.905787
50,118,-22.905943
5,73,-22.906984
79,188,-22.909365
113,170,-22.910387
32,54,-22.911848
83,192,-22.912043
12,50,-22.912653
7,136,-22.913498
15,34,-22.915956
141,163,-22.91654
56,141,-22.917006
100,134,-22.918028
49,53,-22.91833
79,159,-22.919073
33,156,-22.920008
113,152,-22.920038
54,190,-22.9218
49,68,-22.922842
168,186,-22.922945
5,103,-22.924845
133,162,-22.924856
135,145,-22.92586
22,44,-22.926458
113,179,-22.928143
6,17,-22.928532
157,165,-22.929628
4,172,-22.93093
36,79,-22.930956
20,127,-22.931364
0,190,-22.93186
36,98,-22.93235
141,159,-22.932594
18,137,-22.934227
50,89,-22.935118
33,159,-22.93661
110,129,-22.936636
155,165,-22.937532
57,154,-22.93772
104,138,-22.937956
36,158,-22.938055
132,158,-22.938316
126,154,-22.938505
83,162,-22.93891
113,181,-22.939173
42,152,-22.940678
5,12,-22.94157
14,124,-22.941853
36,50,-22.943178
88,143,-22.944704
108,155,-22.945955
20,103,-22.947107
129,147,-22.947372
67,177,-22.949003
5,184,-22.94912
47,70,-22.950594
2,115,-22.950842
124,169,-22.950953
9,73,-22.951328
32,50,-22.951792
120,138,-22.952507
127,149,-22.953009
7,130,-22.953161
158,160,-22.953186
57,82,-22.953657
103,141,-22.953943
97,192,-22.955605
20,173,-22.956308
16,127,-22.956324
24,105,-22.95637
8,95,-22.956842
151,165,-22.956915
7,68,-22.956991
34,129,-22.958506
23,46,-22.958769
83,113,-22.958838
24,117,-22.959312
15,159,-22.960573
132,162,-22.960707
50,99,-22.961037
134,136,-22.961205
21,77,-22.96191
30,69,-22.963316
50,180,-22.964281
9,187,-22.964405
6,152,-22.965532
39,72,-22.965982
79,173,-22.966745
124,175,-22.96686
31,143,-22.967155
68,190,-22.967302
6,160,-22.968573
90,130,-22.968702
125,135,-22.969559
2,97,-22.969738
31,137,-22.970003
107,126,-22.970572
25,59,-22.971645
126,156,-22.973639
42,108,-22.973951
102,144,-22.97463
38,137,-22.975187
136,146,-22.975334
53,133,-22.976938
30,97,-22.977213
20,163,-22.977943
104,118,-22.979841
33,155,-22.981745
60,169,-22.982677
154,176,-22.98319
47,64,-22.983194
73,131,-22.983814
126,179,-22.985172
2,138,-22.986507
172,174,-22.987614
16,111,-22.988146
15,152,-22.990114
14,55,-22.990168
58,68,-22.990316
106,162,-22.99131
90,98,-22.991514
9,14,-22.991732
113,145,-22.992043
20,177,-22.992086
126,182,-22.992111
100,170,-22.992996
0,105,-22.993454
174,184,-22.994553
155,184,-22.994722
170,185,-22.997292
23,117,-22.998232
14,187,-22.99954
22,25,-23.000914
99,189,-23.001078
2,32,-23.001467
110,126,-23.002905
129,174,-23.002966
51,129,-23.003298
34,187,-23.003914
79,163,-23.005587
144,156,-23.007425
16,184,-23.009909
74,158,-23.010359
107,157,-23.010529
89,130,-23.014032
99,162,-23.01442
124,187,-23.015118
57,103,-23.015722
6,191,-23.016207
25,191,-23.016706
6,169,-23.017542
146,185,-23.018515
160,162,-23.019419
73,180,-23.019995
135,179,-23.020004
6,181,-23.020966
0,106,-23.024054
113,180,-23.024141
51,150,-23.027029
12,108,-23.02821
135,170,-23.028343
71,117,-23.028387
104,190,-23.030746
141,152,-23.030985
129,151,-23.031382
20,134,-23.032152
59,172,-23.0334
20,111,-23.034426
33,131,-23.034765
0,32,-23.036024
11,39,-23.037548
5,155,-23.03765
131,180,-23.037958
50,179,-23.038134
14,182,-23.03854
50,56,-23.039148
104,133,-23.039602
50,109,-23.040548
67,149,-23.040686
90,144,-23.040709
97,162,-23.04082
130,180,-23.041006
108,177,-23.041172
4,44,-23.042978
58,126,-23.043318
118,136,-23.044115
19,91,-23.045008
3,124,-23.04559
56,135,-23.046322
22,73,-23.046427
14,44,-23.048006
100,172,-23.048132
110,175,-23.048204
19,30,-23.050158
103,176,-23.050268
129,155,-23.050278
50,170,-23.05135
79,179,-23.051739
141,177,-23.052042
7,42,-23.054182
8,87,-23.055302
9,108,-23.05567
64,168,-23.056362
51,73,-23.056404
20,180,-23.057852
153,175,-23.058401
57,102,-23.05866
107,176,-23.058855
8,119,-23.061373
5,165,-23.061499
4,135,-23.061735
56,162,-23.062887
42,154,-23.063417
